Schlüssel;Zusammenfassung;Ursprüngliche Schätzung;Verbleibende Schätzung;Benötigte Zeit;Priorität;Beschreibung
MDK-21993;CLONE - [Benachrichtigung] Benachrichtigung bei kurzfristiger Umplanung nicht an ALLE Gutachterinnen;14400;0;205200;Medium;"TP-2323 

Gemäß CR-222  

_Bei folgenden Änderungen der Planung im Zustand „terminiert“ (V-S-17 bzw. V-S-22) und im Zustand „In der Prüfung“ (bereits umgesetzt) soll eine Benachrichtigung an *alle verplanten*  beteiligten Gutachter senden._ 
* _Der Termin wird geändert_ 
* _Die Mitarbeiter werden eingeplant_ 
* _Die Mitarbeiter werden ausgeplant_ 

  

IST: 
# Teamänderung Im TP-2323 Auftrag Zustand ""terminiert"", ursprünglich eingeplant Heckemi, HauberHen und HegerCla. HauberHen wurde ausgeplant und HampeMar eingeplant. Nur HampeMar erhält eine Benachrichtigung. 
# Teamänderung Zustand ""in der Prüfung"" ursprünglich eingeplant Heckemi, HampeMar und HegerCla. Heckemi (HG!) wurde ausgeplant und GrimmAno eingeplant. Nur GrimmAno erhält eine Benachrichtigung. 
# Terminänderung Zustand ""in der Prüfung"" ursprünglich eingeplant GrimmAno, HampeMar und HegerCla für den 6.12.: alle GU (GrimmAno, HampeMar und HegerCla) aus altem Planungselement entfernt. Neue Planung einen Tag später 7.12. mit ursprünglichem Team (Heckemi, HauberHen und HegerCla) gespeichert. Benachrichtigung ging nur an GrimmAno und HegerCla, dass Heckemi kurzfristig als HG eingeplant wurde, wird ihm nicht mitgeteilt! Analog zweites Beispiel Termin war 10.12. neu 13.12. über Einsatzplanung geändert - es wird nur eine Nebengutachterin informiert. Die anderen erhalten keine BN. 

  

SOLL: Siehe CR-222 Alle eingeplanten GU sollen eine BN erhalten"
MDK-21992;CLONE - [Stammdaten] [DPS] Fehlermeldung durch Herunterladen der Produktkonfiguration (DPS-Modus);14400;0;133200;Medium;"edit_MP: 

Bitte logs analysieren 

*Originalbeschreibung:* 

Version: 2006.03.00 

Umgebung: DPS 

Rechte:  

Nutzer mit den jeweiligen Rechten 

V-R-116_Stammdaten_DPS_PE_Anzeigen 
V-R-117_Stammdaten_DPS_PE_Bearbeiten 
V-R-118_Aenderungsantraege_DPS_PE_Anzeigen 
V-R-119_Aenderungsantraege_DPS_PE_Bearbeiten 
V-R-130_Stammdaten_DPS_Pruefdienste_Anzeigen 
V-R-131_Stammdaten_DPS_Pruefdienste_Bearbeiten 
V-R-132_Aenderungsantraege_DPS_Pruefdienste_Anzeigen 
V-R-133_Aenderungsantraege_DPS_Pruefdienste_Bearbeiten 

Daten: Testdaten MDK-IT 

Aktion: 

Login mit eine Nutzer mit dem entsprechenden Recht z.B. DPS_AG_ANZEIGEN 

  

Erwartetes Ergebnis 

Login ohne Fehlermeldung 

  

Aktuelles Ergebnis 

Fehlermeldung 404, leider vor der Möglichkeit die DevTools zu öffnen 
 "
MDK-21989;CLONE - [QPa/HKP] 9.27 + 10.37 t.n.z fehlt;14400;0;138600;Medium;"edit_MP: 

Bei Fragen zum Ticket Martin Köhler fragen. 

*Originalbeschreibung:* 

getestet mit RL 2006.05 

EHB Person angelegt 

9.27 + 10.37 fehlt das t.n.z 

*Erwartetes Ergebnis:* 

9.27 + 10.37 muss die Möglichkeit eines t.n.z haben. 

Siehe im Konzept QPa 3.0, Sollkonzept MDS sowie in der QPR. 

Anmerkung Martin Köhler: Soll-Anpassung ist bei QPa als auch HKP vorzunehmen. 

  

QPa: [https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=54149185&src=contextnavpagetreemode] 

  

HKP: https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=54153343&src=contextnavpagetreemode"
MDK-21988;CLONE - [AM] Aktualisierung Versandeinstellung bei betrLV funktioniert nicht korrekt;14400;0;47700;Medium;"Produktkonfiguration QPa 2021: 

Prüfbericht an betrLV NICHT automatisch und Mail an ""Standard"" korrespondenz.ag@... 

Auftrag wurde erstellt 

Versandumfänge korrekt nach Konfiguration vorhanden (s.o.) 

anschließend in dez.SD bei der Knappschaft die Versandeinstellung für QPa2021 und Prüfbericht an betrLV auf automatisch und direkte Email (keyuser8) geändert 

Aktualisieren oben rechts in den SD geklickt und entsprechend die Werte gewählt 

Navigation in den Auftrag: 

es werden ALLE Versandumfänge an ALLE betrLV auf Automatik und an keyuser8 gesetzt, das ist falsch, es darf nur an die Knappschaft geändert werden"
MDK-21983;[Anbindung Dokumentenspeicher] Falsche Fehlermeldung wenn Initialisierung fehlschlägt;14400;0;63900;Medium;"IST: Schlägt die Initialisierung (erster Login) bei HyperDoc fehl, kommt die Fehlermeldung, dass die falsche HyperDoc-Version installiert wurde. 

SOLL: Schlägt die Initialisierung bei HyperDoc fehl, sollte eine eigene Fehlermeldung angezeigt werden. Die Fehlermeldung, dass eine falsche HyperDoc-(API-)Version installiert ist, soll nur kommen wenn dies wirklich der Fall ist. 

 "
MDK-21979;[Produkte] Ausgeblendete Kapitel dürfen nicht zur Unvollständigkeit eines Bogens führen;115200;0;9000;Medium;"*Problem:* 

Kapitel, die über die Produktdefinition ausgeblendet werden, sind nicht automatisch deaktiviert und können deshalb nach wie vor invalide sein. Dies führt dazu, dass das dazugehörige Hauptkapitel nicht valide/vollständig werden kann und der Bogen deshalb u. U. niemals freigegeben werden kann.   

Beispiel: 

!image-2021-12-02-13-22-56-405.png|width=397,height=95! 

!image-2021-12-02-13-20-30-917.png|width=745,height=287! 

Leider reicht es nicht aus beim Ausblenden dafür zu sorgen, dass das Kapitel automatisch mit deaktiviert wird, da man, wenn die dahinterliegende Bedingung nicht mehr zutrifft, das Kapitel wieder aktivieren müsste (z. B. automatisch über das Schlüsselwort ""EINBLENDEN"", oder durch hinzufügen einer ""AKTIVIEREN""-Aktion). Dies kann je nach Use Case jedoch zu Race Conditions führen, da es weitere Logiken geben kann, die ein solches Kapitel deaktivieren sollen. 

*Mögliche Lösungsansätze:* 

Das Ein-/Ausblenden von Feldern darf keine Auswirkungen auf den Formular-State haben, damit fachliches aktivieren und deaktivieren nicht beeinträchtigt wird (Race Conditions). 

*1)* Auszublendende Kapitel im State zwischenspeichern (z. B. in den Metadaten). In der Vollständigkeitslogik kann so auf die auszublendenden Kapitel zurückgegriffen werden. Ist ein Feld ausgeblendet, soll dieses bei der Vollständigkeitsprüfung nicht mehr berücksichtigt werden. Dafür muss ggf. das Interface NodeFormState um die Property ""hidden: boolean"" erweitert werden. 

*2)* In einigen Use Cases ist es durchaus möglich die Kapitel bereits in der Produktdefinition nach dem Aus/-Einblenden zu (de)aktivieren. Allerdings muss hier zwingend überprüft werden, ob nicht andere Disable-Logiken in diesem Kapitel dadurch kaputt gehen können und Race Conditions entstehen. Diese Lösung greift deshalb nicht in allen Fällen. 

*3)* Eine state-Function im Client implementieren, die das betroffene Kapitel deaktiviert, wenn dieses ausgeblendet wird."
MDK-21977;CLONE - [QPa] Alle Kommentare gelesen, trotzdem gelb (Prüfbericht);14400;0;10800;Medium;"edit_MP: 

Nach Rücksprache mit RE akzeptiert. 

*Originalbeschreibung:* 

Ticketeröffnung nach Rücksprache mit Herrn Lehradt. 

Obwohl vom Hauptgutachter nach einem Review alle Kommentare als gelesen markiert wurden, sind diese im Produkt Prüfbericht unter ""Kapitel oder Abschnitt"" weiterhin gelb markiert. 

Auftrag: 211102-15-000000227 (MD-HE)"
MDK-21976;CLONE - [Produktadministration] Der Name des Produkts in Listenansicht entspricht nicht dem Konfigurationnamen;72000;0;10800;Medium;"Die Produktkonfiguration Qpa SGB V wird im Produktkonfiguration-Listenansicht mit den Namen ""QP HKP 2019"" aufgelistet, inhaltlich aber heißt ""Qualitätsprüfung Pflege nach §275b SGB V 2020"". 2019 passt nicht zur Konfiguration vom Jahr 2020. 

!Bildschirmfoto 2021-12-02 um 11.57.10.png|thumbnail! 

  

SOLL: Die Bezeichnung der Produktkonfigurationen soll dem Namen des Produkttypen ähneln, z.B. Produkttyp: HKP 2019 -> Produktkonfiguration: Qualitätsprüfung Pflege HKP 2019"
MDK-21975;[HKP] EHB Einrichtung 1.2 g Pflicht;14400;0;900;Medium;"*Erwartetes Ergebnis:* 

1.2g muss ein Pflichtfeld sein 

  

Fehler in Spezifikation, wurde angepasst "
MDK-21972;CLONE - [QPa] EHB Einrichtung 1.2 g Pflicht;14400;0;14400;Medium;"edit_MP: 

Versehentlich aus Pflichtfeld kein Pflichtfeld gemacht, Fehler in der [Spezifikation|https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=54146656]. Mit RE analysiert. 

*Originalbeschreibung:* 

getestet mit RL 2006.05 

EHB Einrichtung angelegt 

1.2g kein Pflichtfeld (siehe Screenshot) 

  

*Erwartetes Ergebnis:* 

1.2g muss ein Pflichtfeld sein 

siehe Konzept ambulant 3.0, Seite 11/12"
MDK-21969;"CLONE - [UMS/DTA] V-I-20 Anlage eines Prüfauftrags (DTA) - Beteiligte ""Heimaufsicht"" und ""Sozialhilfeträger"" und ""Betroffener Landesverband"" werden nicht aus Stammdaten in Auftrag übernommen";14400;0;25200;Medium;"  
* *Was habe ich getan* 
** Aufruf der DTA-Schnittstelle sendpruefauftrag mit Prüfauftrag für Pflegeeinrichtung, die in den Stammdaten eine Heimaufsicht und einen Sozialhilfeträger verknüpft hat 
* *Mit welchem Nutzer* 
** davmdk 
* *Wie ist das Ergebnis* 
** Prüfauftrag für Pflegeeinrichtung ist angelegt 
** *{color:#de350b}Unter Beteiligte finden sich im Reiter ""Heimaufsicht"" keinerlei Daten{color}* 
** *{color:#de350b}Unter Beteiligte finden sich im Reiter ""Sozialhilfeträger"" keinerlei Daten{color}* 
* *Was war das erwartete Ergebnis* 
** Prüfauftrag für Pflegeeinrichtung wird angelegt 
** Im Reiter ""Heimaufsicht"" unter Beteiligte finden sich die Daten der verknüpften Heimaufsicht der Pflegeeinrichtung in den Stammdaten 
** Im Reiter ""Sozialhilfeträger"" unter Beteiligte finden sich die Daten des verknüpften Sozialhilfeträgers der Pflegeeinrichtung in den Stammdaten 
** Software verhält sich hier analog einer manuellen Auftrgasanlage 

  
* *Json des Prüfauftrags* 
**   
{code:java} 
{    ""aktenzeichen"": ""2020-189519005-461120165"",    ""anlassbeschreibung"": ""TESTDATEN vom 05.02.2021 11:46:33"",    ""auftraggeber"": {        ""ansprechpartnerFuerMdk"": {            ""anrede"": ""FRAU"",            ""fax"": ""+49 35025 123456"",            ""mail"": ""189519005.ag@md-musterland.de"",            ""name"": ""Hans Peter Fake"",            ""telefon"": ""+49 35025 123456""        },        ""ikNummer"": ""189519005"",        ""name"": ""AOK Nordost"",        ""standort"": {            ""ort"": ""Potsdam"",            ""plz"": ""14467"",            ""strasse"": ""Behlertstraße 33 a""        }    },    ""begutachtungsart"": ""ANLASSPRUEFUNG"",    ""bemerkung"": ""TESTDATENSATZ für Import"",    ""eingangsdatum"": ""2020-01-15T17:04:25.000Z"",    ""erledigungszeitraumVon"": ""2021-01-01T00:00:00.000Z"",    ""erledigungszeitraumBis"": ""2021-12-31T00:00:00.000Z"",    ""ikNummerMdk"": ""103725364"",    ""naechtlichePruefung"": ""false"",    ""produkttyp"": ""PROD_QPS_SGB_XI_V1"",    ""pflegeeinrichtung"": {        ""abschlussVersorgungsvertrag"": ""2001-09-01T00:00:00.000Z"",        ""art"": ""STATIONAER"",        ""telefon"": ""+49 35025 123456"",        ""fax"": ""+49 35025 123456"",        ""ikNummer"": ""511411920"",        ""mail"": ""511411920-so.le@md-musterland.de"",        ""name"": ""Seniorenzentrum Emanuel Gottlieb Flemming"",        ""verantwortlPflegeFachkraft"": ""Heinrich Hans"",        ""pflegeFachkraftStellvertretung"": ""Cäsar König"",        ""pruefungsort"": {            ""bundesland"": ""DE_BE"",            ""ort"": ""Chemnitz"",            ""plz"": ""09116"",            ""strasse"": ""Flemmingstraße 8, Haus 31""        },        ""traeger"": {            ""art"": ""PRIVAT"",            ""name"": ""Intern. Bund Gesellschaft für Beschäftigung, Bildung und soziale Dienste mbH, Chemnitz"",            ""traegerverband"": ""AVG""        }    }}{code} 
  

  

*Weiterer Hinweis:* 

Das gleiche Verhalten (fehlende Übernahme der Heimaufsicht und Sozialhilfeträger aus den Stammdaten in den Auftrag) konnte auch beim Excel-Import nachgestellt werden. Verwendete Datei anbei: Heimaufsicht_SHT.xlsx"
MDK-21968;CLONE - [AM] betroff LV werden nicht als Empfänger im Auftrag angelegt - Bundesland Brandenburg;14400;0;31500;Medium;"QPa 2021, ""Musterland 4"" als Steuerdatei genommen 

Landesverband AOK Nordost, BKK Mitte, IKK Brandenburg und Berlin, Knappschaft Bahn-See, sowie der vdek sind als LVPK in den Stammdaten vorhanden und haben als zuständiges Bundesland Brandenburg ausgewählt 

Prüfauftrag mit Einrichtung im BL Brandenburg via Excel angelegt 

Versandumfänge (Zeilen) an betr. LV werden nicht erstellt 

Ist alles auf Automatik eingestellt, würde der Auftrag in abgeschlossen übergehen, ohne dass ich als AM mitbekomme, dass noch Versandumfänge fehlen, daher schwerwiegend. 

  

für das Bundesland Berlin funktioniert es bei manueller Auftragsanlage"
MDK-21960;[Versandeinstellungen] Automatischer Versand bei Versandweg Post nicht editierbar;14400;0;14400;Medium;"Ist:  

In den Versandeinstellungen des Auftraggebers wurde der Grund für den Versand ""Prüfbericht für Auttraggeber"" der Versandweg ""E-Mail"" und das Kästchen ""Auto"" ausgewählt. Nachdem wechsel des Versandwegs von ""E-Mail"" zu ""Post"" konnte das Kästchen ""Auto"" nicht mehr abgewählt werden.  

  

Soll:  
Das Verhalten von MDconnect soll beim wechsel des Versandwegs zu ""Post"" das Kästchen ""Auto"" automatisch abwählen und deaktivieren.  

 "
MDK-21958;[Integrationssystem] Commands werden nicht mehr abgearbeitet;28800;0;45900;Medium;"*Ist* 

Auf der Systemtest für 2006.05.01 ist es am 01.12.2021 dazu gekommen, dass keine Commands mehr abgearbeitet wurden. Scheinbar wurde der Scheduler nicht mehr getriggert, da auch keine Logs mehr in Richtung ""Keine Commands gefunden"" oder ""x Commands gestartet"" geschrieben wurden. Nach einem Neustart des Pods wurde der Scheduler wieder getriggert und alle Commands (bis auf 2 Imports) erfolgreich abgearbeitet (über 300 Commands). Der Grund, warum der Scheduler nicht mehr korrekt getriggert wurde, war nicht klar ersichtlich. 

  

*Soll* 

Tritt der Fehler erneut auf, muss mittels VisualVM die VM geprofiled werden. Ansonsten sollte die Scheduler-Methode um ExceptionHandling erweitert werden, um ggf. Folgefehler abzufangen. 

 "
MDK-21953;CLONE - [AM] Defekte löschen Liste der Defekterläuterungen kein Scrollbalken;14400;0;27000;Medium;"edit_MP: 

Bei Arbeiten im Nicht-Vollbildmodus sieht man den Scrollbalken nicht mehr. 

*Originalbeschreibung:* 

 IST: 

Die Liste der Defekterläuterungen hat keinen Scrollbalken, wenn sie initial geöffnet wird (oder der Scrollbalken ist außerhalb des sichtbaren Fensters, weil die Defekterläuterungen teilweise sehr lang sind).  

  

SOLL: 

Zur Orientierung für den Nutzer ist ein Scrollbalken sinnvoll und gewünscht"
MDK-21950;CLONE - [QPs] Produkterstellung, Teamgesprächsprotokoll, Datenverlust bei Datenzusammenführung aus unterschiedlichen Quellen;0;0;77400;Medium;"edit_RK: 
Das Verhalten kann wie im gif zu sehen nachgestellt werden. (vgl. image-2021-12-01-12-26-16... vor dem Import, image-2021-12-01-12-28-25... nach dem Import)  

Originalbeschreibung: 
Werden im Teamgesprächsprotokoll Daten aus unterschiedlichen Quellen („Aggregieren“/“Importieren“) zusammengeführt, gehen Daten verloren (hier die Beispiele aus dem aufgeführten Prüfauftrag): 

Beim Importieren von Daten (Button „Import“) werden bereits getätigte Einträge und aggregierte Texte unter „1.“, „2. Defizite“ unter „1.2 A“,  „3. Plausibilitätsprüfung“ unter „Auffälligkeiten im Erhebungsreport“, „Auffälligkeiten bei Angaben zur Mobilität (1.1)“, „Auffälligkeiten bei Angaben zur Selbstständigkeit bei der Selbstversorgung (1.4)“, „Auffälligkeiten bei Angaben zu den kognitiven und kommunikativen Fähigkeiten (3.2)“, „Auffälligkeiten bei Angaben zum Heimeinzug und zur Durchführung eines Integrationsgesprächs (4.1)“ sowie unter „5.“ gelöscht. 

Beim erneutem Aggregieren der Prüfbögen A werden alle importierte Daten gelöscht. 

Dadurch kann im offline-Modus auch mit Umgehungen kein nutzbares Teamgesprächsprotokoll erzeugt werden 

  

Erwartetes Verhalten 

Bei dem Hinzufügen von Informationen (sowohl über die Aggregationsfunktion, als auch über den Import) sollen die Daten aus den jeweils anderen Informationsquellen bzw. den nur im Teamgesprächsprotokoll editierbaren Textfeldern unverändert erhalten bleiben."
MDK-21949;CLONE - [QPTPF] Produktergebnis - I. Personaldarstellung fehlerhaft;14400;0;10800;Medium;"edit_MP: 

Zahlen werden nicht berechnet. 

Letzter Kommentar aus dem Originalticket: A{_}uf dem ersten Bild sieht man das zugeklappte Akkordeon im Produktergebnis. Es werden dabei auf die berechneten Stellen nicht dargestellt. Es sollte eigentlich so sei, dass die bearbeiten Zeilen aufgeklappt dargestellt werden und die entsprechenden Stellen berechnet werden.{_} 

*Originalbeschreibung:* 

Bei der Darstellung des Personals werden die Bearbeitungen aus dem Prüfbogen B im zugeklapptem Akkordeon angezeigt und auch die Vollzeitstellen werden nicht gerechnet. Ist auch auf den ersten Blick nicht erkennbar, wo was bearbeitet wurde."
MDK-21948;CLONE - [QPTPF] 1.2 Informationen zu Art und Umfang der künstlichen Ernährung und Flüssigkeitsaufnahme;14400;0;10800;Medium;"edit_MP: 

Fehler besteht in Spezifikation und Umsetzung. Das muss analog zu QPs angepasst werden. Rücksprache mit RE gehalten. 

*Originalbeschreibung:* 

Bei Angabe zur Sondenernährung wird eine Eingabe in die Textfelder gefordert. Dies ist nicht korrekt. Laut Konzept ist dies nur eine Option - analog wie QPs."
MDK-21940;[Stammdaten] Scheduler zum Reset Interner-IK-Nummern läuft beim MD;14400;0;24300;Medium;Der Scheduler zum Reset reservierter, aber nicht vergebener IK-Nummern, läuft auch im MD-Cluster und erzeugt Fehler im Log, da nicht in DPS-Tabellen geschrieben werden kann.
MDK-21938;[HKP] [QPa] Vorbelegung n.z.b bei Wiederholungsprüfung;14400;0;36000;Medium;"Ist: 

offenbar werden Informationsfragen, die bei einer Regelprüfung initial mit n.z.b. vorbelegt werden bei einer Wiederholungsprüfung nicht korrekt initial mit n.z.b. vorelegt. 
* QPa: 3.2, 3.4, 3,5, 3.6, 3.8. 
* HKP: 3.3, 3.4, 3.9 

Soll: 
* Es gilt, dass bei allen Fragen der Wiederholungsprüfung initial die n.z.b. Checkbox wie bei einer Regelprüfung vorbelegt werden, es sein denn die Frage / Unterfrage wurde in der Vorprüfung beantwortet; dann greifen die weiter Regeln der Wiederholungsprüfung.  
* Diese Regel gilt unabhängig von Bewertungsfragen 

 "
